"","Year","Entity","new_cases_5_years_later","population_size_5_years_later","hdi","haq","gdp_per_capita","female_emply_rate","urb_rate","drug_alcohol_disorder_share","new_cases_share_5_years_later","hdi_avg","haq_avg","gdp_per_capita_avg","female_emply_rate_avg","urb_rate_avg","drug_alcohol_disorder_share_avg","hdi_over_avg","haq_over_avg","gdp_per_capita_over_avg","female_emply_rate_over_avg","urb_rate_over_avg","drug_alcohol_disorder_share_over_avg"
"34",2005,"Bahrain",19.8710263717,1241000,0.791,71.3,36665,38.943000793457,88.422,1.632786753,1.60121082769541e-05,0.634350344827586,57.5704827586207,13000.9296551724,50.1657158424114,55.6031131034483,2.31218164436414,1,1,1,0,1,0
"35",1990,"Bangladesh",34.9887409819,115170000,0.387,32.6,1382,23.1110000610352,19.811,1.898113731,3.03800824710428e-07,0.634350344827586,57.5704827586207,13000.9296551724,50.1657158424114,55.6031131034483,2.31218164436414,0,0,0,0,0,0
"36",1995,"Bangladesh",248.273656735,127658000,0.425,35.8,1477,24.3150005340576,21.693,1.900908983,1.9448342973805e-06,0.634350344827586,57.5704827586207,13000.9296551724,50.1657158424114,55.6031131034483,2.31218164436414,0,0,0,0,0,0
"37",2000,"Bangladesh",840.70393121,139036000,0.468,39.6,1369,26.6580009460449,23.59,1.913939221,6.04666367854369e-06,0.634350344827586,57.5704827586207,13000.9296551724,50.1657158424114,55.6031131034483,2.31218164436414,0,0,0,0,0,0
"38",2005,"Bangladesh",1152.28788124,147575008,0.505,44.3,1539,28.0270004272461,26.809,1.913115345,7.8081505592058e-06,0.634350344827586,57.5704827586207,13000.9296551724,50.1657158424114,55.6031131034483,2.31218164436414,0,0,0,0,0,0
"39",1990,"Barbados",88.8652858945,266000,0.716,55.9,15930,61.265998840332,37.37,2.222919635,0.000334080022159774,0.634350344827586,57.5704827586207,13000.9296551724,50.1657158424114,55.6031131034483,2.31218164436414,1,0,1,1,0,0
"40",1995,"Barbados",84.637882074,272000,0.731,59.5,18534,63.7939987182617,35.566,2.206752303,0.000311168684095588,0.634350344827586,57.5704827586207,13000.9296551724,50.1657158424114,55.6031131034483,2.31218164436414,1,1,1,1,0,0
"41",2000,"Barbados",78.735550049,276000,0.752,62.6,20603,63.1889991760254,33.827,2.247853817,0.000285273732061594,0.634350344827586,57.5704827586207,13000.9296551724,50.1657158424114,55.6031131034483,2.31218164436414,1,1,1,1,0,0
"42",2005,"Barbados",64.9691560607,282000,0.767,64.3,17066,64.1999969482422,32.841,2.24258238,0.000230387078229433,0.634350344827586,57.5704827586207,13000.9296551724,50.1657158424114,55.6031131034483,2.31218164436414,1,1,1,1,0,0
"43",1995,"Belarus",578.638263382,9872000,0.657,63.2,7142,52.6300010681152,67.926,4.854854576,5.86140866472853e-05,0.634350344827586,57.5704827586207,13000.9296551724,50.1657158424114,55.6031131034483,2.31218164436414,1,1,0,1,1,1
"44",2000,"Belarus",842.340777668,9562000,0.683,65.6,8587,53.3089981079102,69.973,4.914776232,8.80925306074043e-05,0.634350344827586,57.5704827586207,13000.9296551724,50.1657158424114,55.6031131034483,2.31218164436414,1,1,0,1,1,1
"45",2005,"Belarus",1024.88949847,9421000,0.725,68,10303,55.3919982910156,72.354,5.023753862,0.000108787761221739,0.634350344827586,57.5704827586207,13000.9296551724,50.1657158424114,55.6031131034483,2.31218164436414,1,1,0,1,1,1
"46",1990,"Belgium",1100.89858529,10186000,0.806,75.4,23658,36.5579986572266,96.377,2.203337316,0.000108079578371294,0.634350344827586,57.5704827586207,13000.9296551724,50.1657158424114,55.6031131034483,2.31218164436414,1,1,1,0,1,0
"47",1995,"Belgium",940.435219528,10282000,0.852,78.8,27199,40.4770011901855,96.777,2.283212246,9.1464230648512e-05,0.634350344827586,57.5704827586207,13000.9296551724,50.1657158424114,55.6031131034483,2.31218164436414,1,1,1,0,1,0
"48",2000,"Belgium",1197,10547000,0.873,81.6,33427,43.5699996948242,97.129,2.329210839,0.000113491988243102,0.634350344827586,57.5704827586207,13000.9296551724,50.1657158424114,55.6031131034483,2.31218164436414,1,1,1,0,1,1
"49",2005,"Belgium",997,10939000,0.889,84.6,35284,45.4869995117188,97.403,2.313307526,9.11417862693116e-05,0.634350344827586,57.5704827586207,13000.9296551724,50.1657158424114,55.6031131034483,2.31218164436414,1,1,1,0,1,1
